,idx_report,idx_step,dlco,dlco,dlco,report,report,report,report,report,report,report,report,report,report
1897,97,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,614,1701852436356,1701852435742,signIdentityCredential,third-party,pre-evaluation,6.421622267806518
1900,100,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,712,1701851507890,1701851507178,signIdentityCredential,third-party,pre-evaluation,6.569481420414296
1901,101,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,636,1701852523495,1701852522859,signIdentityCredential,third-party,pre-evaluation,6.456769655572163
1904,104,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,619,1701852016818,1701852016199,signIdentityCredential,third-party,pre-evaluation,6.429719478039138
1907,107,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,623,1701850954125,1701850953502,signIdentityCredential,third-party,pre-evaluation,6.436150368369428
1908,108,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,715,1701851329420,1701851328705,signIdentityCredential,third-party,pre-evaluation,6.573680166960646
1909,109,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,655,1701851716789,1701851716134,signIdentityCredential,third-party,pre-evaluation,6.486160788944089
1910,110,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,625,1701850285367,1701850284742,signIdentityCredential,third-party,pre-evaluation,6.439350371100098
1913,113,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,646,1701850757451,1701850756805,signIdentityCredential,third-party,pre-evaluation,6.472346294500901
1914,114,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,626,1701850946306,1701850945680,signIdentityCredential,third-party,pre-evaluation,6.440946540632921
1916,116,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,620,1701850642570,1701850641950,signIdentityCredential,third-party,pre-evaluation,6.431331081933479
1917,117,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,622,1701851141908,1701851141286,signIdentityCredential,third-party,pre-evaluation,6.434546518787453
1918,118,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,697,1701851868893,1701851868196,signIdentityCredential,third-party,pre-evaluation,6.548219102762372
1920,120,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,628,1701850866609,1701850865981,signIdentityCredential,third-party,pre-evaluation,6.444131256700441
1924,124,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,632,1701851499757,1701851499125,signIdentityCredential,third-party,pre-evaluation,6.450470422144176
1925,125,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,600,1701851189987,1701851189387,signIdentityCredential,third-party,pre-evaluation,6.398594934535208
1926,126,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,1013,1701850625854,1701850624841,signIdentityCredential,third-party,pre-evaluation,6.921658184151129
1931,131,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,622,1701851207240,1701851206618,signIdentityCredential,third-party,pre-evaluation,6.434546518787453
1932,132,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,621,1701851893189,1701851892568,signIdentityCredential,third-party,pre-evaluation,6.432940092739179
1933,133,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,630,1701851571858,1701851571228,signIdentityCredential,third-party,pre-evaluation,6.447305862541213
1935,135,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,622,1701850693403,1701850692781,signIdentityCredential,third-party,pre-evaluation,6.434546518787453
1936,136,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,647,1701851044519,1701851043872,signIdentityCredential,third-party,pre-evaluation,6.473890696352274
1937,137,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,624,1701851092434,1701851091810,signIdentityCredential,third-party,pre-evaluation,6.437751649736401
1939,139,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,631,1701851877300,1701851876669,signIdentityCredential,third-party,pre-evaluation,6.448889394146858
1940,140,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,882,1701851288860,1701851287978,signIdentityCredential,third-party,pre-evaluation,6.78332520060396
1941,141,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,630,1701852717413,1701852716783,signIdentityCredential,third-party,pre-evaluation,6.447305862541213
1942,142,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,628,1701850535294,1701850534666,signIdentityCredential,third-party,pre-evaluation,6.444131256700441
1944,144,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,620,1701852652320,1701852651700,signIdentityCredential,third-party,pre-evaluation,6.431331081933479
1945,145,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,698,1701850602780,1701850602082,signIdentityCredential,third-party,pre-evaluation,6.54965074223381
1948,148,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,1056,1701850818193,1701850817137,signIdentityCredential,third-party,pre-evaluation,6.963189985870238
1949,149,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,623,1701850551335,1701850550712,signIdentityCredential,third-party,pre-evaluation,6.436150368369428
1953,153,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,631,1701851788949,1701851788318,signIdentityCredential,third-party,pre-evaluation,6.448889394146858
1955,155,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,653,1701850634370,1701850633717,signIdentityCredential,third-party,pre-evaluation,6.483107351457199
1958,158,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,654,1701851378670,1701851378016,signIdentityCredential,third-party,pre-evaluation,6.484635235635252
1963,163,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,661,1701851516052,1701851515391,signIdentityCredential,third-party,pre-evaluation,6.495265555937008
1964,164,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,629,1701850749252,1701850748623,signIdentityCredential,third-party,pre-evaluation,6.4457198193855785
1965,165,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,642,1701852094303,1701852093661,signIdentityCredential,third-party,pre-evaluation,6.466144724237619
1967,167,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,643,1701851060622,1701851059979,signIdentityCredential,third-party,pre-evaluation,6.467698726104354
1968,168,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,641,1701851165904,1701851165263,signIdentityCredential,third-party,pre-evaluation,6.464588303689961
1969,169,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,617,1701851900687,1701851900070,signIdentityCredential,third-party,pre-evaluation,6.42648845745769
1972,172,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,637,1701851312796,1701851312159,signIdentityCredential,third-party,pre-evaluation,6.45833828334479
1973,173,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,639,1701851539584,1701851538945,signIdentityCredential,third-party,pre-evaluation,6.461468176353717
1974,174,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,880,1701851443532,1701851442652,signIdentityCredential,third-party,pre-evaluation,6.78105762593618
1975,175,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,607,1701852612067,1701852611460,signIdentityCredential,third-party,pre-evaluation,6.410174881966167
1976,176,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,921,1701851611665,1701851610744,signIdentityCredential,third-party,pre-evaluation,6.826545223556594
1977,177,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,644,1701851451323,1701851450679,signIdentityCredential,third-party,pre-evaluation,6.4692503167957724
1978,178,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,677,1701852041877,1701852041200,signIdentityCredential,third-party,pre-evaluation,6.519147287940395
1979,179,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,631,1701850765219,1701850764588,signIdentityCredential,third-party,pre-evaluation,6.448889394146858
1981,181,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,639,1701851223776,1701851223137,signIdentityCredential,third-party,pre-evaluation,6.461468176353717
1982,182,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,667,1701851198012,1701851197345,signIdentityCredential,third-party,pre-evaluation,6.504288173536645
1984,184,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,960,1701851676634,1701851675674,signIdentityCredential,third-party,pre-evaluation,6.8679744089702925
1985,185,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,646,1701851732619,1701851731973,signIdentityCredential,third-party,pre-evaluation,6.472346294500901
1988,188,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,617,1701851748641,1701851748024,signIdentityCredential,third-party,pre-evaluation,6.42648845745769
1992,192,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,649,1701851100492,1701851099843,signIdentityCredential,third-party,pre-evaluation,6.476972362889683
1993,193,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,644,1701851804805,1701851804161,signIdentityCredential,third-party,pre-evaluation,6.4692503167957724
1995,195,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,623,1701850336111,1701850335488,signIdentityCredential,third-party,pre-evaluation,6.436150368369428
1996,196,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,632,1701851684737,1701851684105,signIdentityCredential,third-party,pre-evaluation,6.450470422144176
1998,198,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,635,1701850666504,1701850665869,signIdentityCredential,third-party,pre-evaluation,6.455198563340122
1999,199,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,914,1701851941151,1701851940237,signIdentityCredential,third-party,pre-evaluation,6.818924065275521
2003,203,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,901,1701850591419,1701850590518,signIdentityCredential,third-party,pre-evaluation,6.804614520062624
2004,204,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,624,1701851427698,1701851427074,signIdentityCredential,third-party,pre-evaluation,6.437751649736401
2008,208,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,655,1701852357480,1701852356825,signIdentityCredential,third-party,pre-evaluation,6.486160788944089
2009,209,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,795,1701850684094,1701850683299,signIdentityCredential,third-party,pre-evaluation,6.679599185844383
2010,210,3,False,False,False,government.signIdentityCredential,government,SolidVCActor,626,1701852563766,1701852563140,signIdentityCredential,third-party,pre-evaluation,6.440946540632921
